geom,id,name,coordinates,totaldocks,docksavailable,bikesavailable,classicbikesavailable,smartbikesavailable,electricbikesavailable,rewardbikesavailable,rewarddocksavailable,kioskstatus,kioskpublicstatus,kioskconnectionstatus,kiosktype,addressstreet,addresscity,addressstate,addresszipcode,bikes,closetime,eventend,eventstart,iseventbased,isvirtual,kioskid,notes,opentime,publictext,timezone,trikesavailable,latitude,longitude,newcolname
POINT(-75.15979 39.95273),3018,12th & Filbert,"{-75.15979,39.95273}",18,17,1,1,0,0,1,17,FullService,Active,Active,1,1200 Filbert St.,Philadelphia,PA,19107,"{""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3018,,,,,0,39.95273,-75.15979,
POINT(-75.14983 39.95403),3019,6th & Race,"{-75.14983,39.95403}",15,10,5,5,0,0,5,10,FullService,Active,Active,1,160 N. 6th St.,Philadelphia,PA,19106,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3019,,,,,0,39.95403,-75.14983,
POINT(-75.19036 39.94922),3020,University City Station,"{-75.19036,39.94922}",35,35,0,0,0,0,0,35,FullService,Active,Active,1,3051 South St.,Philadelphia,PA,19147,{},,,,false,false,3020,,,,,0,39.94922,-75.19036,
POINT(-75.16902 39.9539),3021,18th & JFK,"{-75.16902,39.9539}",34,22,8,7,0,1,9,22,FullService,Active,Active,1,1750 John F. Kennedy Blvd.,Philadelphia,PA,19103,"{""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 19, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 25, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 29, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 33, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3021,,,,,0,39.9539,-75.16902,
POINT(-75.1612 39.93724),3025,11th & Washington,"{-75.1612,39.93724}",15,6,8,8,0,0,8,6,FullService,Active,Active,1,1084 Washington Ave.,Philadelphia,PA,19147,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3025,,,,,0,39.93724,-75.1612,
POINT(-75.14958 39.94061),3028,4th & Bainbridge,"{-75.14958,39.94061}",15,3,11,10,0,1,11,4,FullService,Active,Active,1,404 Bainbridge St.,Philadelphia,PA,19147,"{""{ \""dockNumber\"": 1, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3028,,,,,0,39.94061,-75.14958,
POINT(-75.19479 39.9538),3029,36th & Sansom,"{-75.19479,39.9538}",17,16,1,1,0,0,1,16,FullService,Unavailable,Unresponsive,1,125 S. 36th St.,Philadelphia,PA,19104,"{""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3029,,,,,0,39.9538,-75.19479,
POINT(-75.15716 39.93935),3030,Darien & Catharine,"{-75.15716,39.93935}",29,17,11,10,0,1,11,18,FullService,Active,Active,1,840 S. Darien St.,Philadelphia,PA,19147,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 22, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 23, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 25, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 27, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 28, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 29, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3030,,,,,0,39.93935,-75.15716,
POINT(-75.15522 39.98005),3031,13th & Montgomery,"{-75.15522,39.98005}",21,19,2,2,0,0,2,19,FullService,Active,Active,1,1284 W. Montgomery Ave.,Philadelphia,PA,19122,"{""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 19, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3031,,,,,0,39.98005,-75.15522,
POINT(-75.17971 39.94527),3032,23rd & South,"{-75.17971,39.94527}",20,9,9,8,0,1,10,9,FullService,Active,Active,1,671 S. 23rd St.,Philadelphia,PA,19146,"{""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 17, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 20, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3032,,,,,0,39.94527,-75.17971,
POINT(-75.16248 39.93315),3034,11th & Reed,"{-75.16248,39.93315}",16,8,8,8,0,0,8,8,FullService,Active,Active,1,1300 S. 11th Street,Philadelphia,PA,19147,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3034,,,,,0,39.93315,-75.16248,
POINT(-75.19419 39.96271),3035,Dornsife Center,"{-75.19419,39.96271}",20,18,2,0,0,2,2,18,FullService,Active,Active,1,3599 Spring Garden,Philadelphia,PA,19104,"{""{ \""dockNumber\"": 1, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 2, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }""}",,,,false,false,3035,,,,,0,39.96271,-75.19419,
POINT(-75.16138 39.95424),3037,Pennsylvania Convention Center,"{-75.16138,39.95424}",21,5,15,15,0,0,16,5,FullService,Active,Active,1,1321 Arch St.,Philadelphia,PA,19107,"{""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 17, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 18, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 19, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 20, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 21, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3037,,,,,0,39.95424,-75.16138,
POINT(-75.19409 39.94781),3038,The Children's Hospital of Philadelphia (CHOP),"{-75.19409,39.94781}",19,19,0,0,0,0,0,19,FullService,Active,Active,1,3499 Civic Center Blvd.,Philadelphia,PA,19104,{},,,,false,false,3038,,,,,0,39.94781,-75.19409,
POINT(-75.1597 39.97121),3039,Broad & Girard,"{-75.1597,39.97121}",19,14,4,3,0,1,4,14,FullService,Active,Active,1,922 N. Broad St.,Philadelphia,PA,19130,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }""}",,,,false,false,3039,,,,,0,39.97121,-75.1597,
POINT(-75.16606 39.96289),3040,17th & Spring Garden,"{-75.16606,39.96289}",21,16,5,3,0,2,5,16,FullService,Active,Active,1,1684 Spring Garden St.,Philadelphia,PA,19130,"{""{ \""dockNumber\"": 10, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 16, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 17, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 18, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 21, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3040,,,,,0,39.96289,-75.16606,
POINT(-75.13546 39.96849),3041,"Girard Station, MFL","{-75.13546,39.96849}",26,12,13,13,0,0,13,12,FullService,Active,Active,1,1176 Leopard Ave.,Philadelphia,PA,19123,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 17, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 20, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 22, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 25, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3041,,,,,0,39.96849,-75.13546,
POINT(-75.17474 39.93082),3043,"18th & Fernon, Aquinas Center","{-75.17474,39.93082}",18,7,11,11,0,0,11,7,FullService,Active,Active,1,1625 S. 18th St.,Philadelphia,PA,19145,"{""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 17, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3043,,,,,0,39.93082,-75.17474,
POINT(-75.16237 39.94792),3045,13th & Locust,"{-75.16237,39.94792}",15,9,3,3,0,0,3,10,FullService,Active,Active,1,213 S. 13th St.,Philadelphia,PA,19107,"{""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }""}",,,,false,false,3045,,,,,0,39.94792,-75.16237,
POINT(-75.14472 39.95012),3046,2nd & Market,"{-75.14472,39.95012}",26,11,14,14,0,0,14,12,FullService,Active,Active,1,215 Market St.,Philadelphia,PA,19106,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 20, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 21, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 22, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 23, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 24, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 25, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 26, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3046,,,,,0,39.95012,-75.14472,
POINT(-75.14921 39.95071),3047,"Independence Mall, NPS","{-75.14921,39.95071}",20,8,12,10,0,2,12,8,FullService,Active,Active,1,519 Market St.,Philadelphia,PA,19106,"{""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 19, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 20, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3047,,,,,0,39.95071,-75.14921,
POINT(-75.1425 39.94509),3049,Foglietta Plaza,"{-75.1425,39.94509}",29,15,14,14,0,0,14,15,FullService,Active,Active,1,3 Dock St.,Philadelphia,PA,19106,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 22, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 26, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 27, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3049,,,,,0,39.94509,-75.1425,
POINT(-75.17507 39.96744),3051,23rd & Fairmount,"{-75.17507,39.96744}",37,33,4,3,0,1,4,33,FullService,Active,Active,1,2237 Fairmount Ave.,Philadelphia,PA,19130,"{""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 24, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 36, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 37, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3051,,,,,0,39.96744,-75.17507,
POINT(-75.18154 39.93231),3053,Point Breeze & Tasker,"{-75.18154,39.93231}",19,13,5,4,0,1,5,14,FullService,Active,Active,1,1575 Point Breeze Ave.,Philadelphia,PA,19146,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3053,,,,,0,39.93231,-75.18154,
POINT(-75.1742 39.9625),3054,Rodin Museum,"{-75.1742,39.9625}",35,23,7,4,0,3,8,24,FullService,Active,Active,1,2170 Hamilton St.,Philadelphia,PA,19146,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 2, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 9, \""isElectric\"": true, \""isAvailable\"": false, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 10, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 17, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 21, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3054,,,,,0,39.9625,-75.1742,
POINT(-75.15813 39.97669),3056,Broad & Oxford,"{-75.15813,39.97669}",22,11,9,6,0,3,11,11,FullService,Active,Active,1,1501 N. Broad St.,Philadelphia,PA,19122,"{""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 14, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 18, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 20, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 21, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 22, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }""}",,,,false,false,3056,,,,,0,39.97669,-75.15813,
