geom,id,name,coordinates,totaldocks,docksavailable,bikesavailable,classicbikesavailable,smartbikesavailable,electricbikesavailable,rewardbikesavailable,rewarddocksavailable,kioskstatus,kioskpublicstatus,kioskconnectionstatus,kiosktype,addressstreet,addresscity,addressstate,addresszipcode,bikes,closetime,eventend,eventstart,iseventbased,isvirtual,kioskid,notes,opentime,publictext,timezone,trikesavailable,latitude,longitude,newcolname
POINT(-75.13339 39.97888),3097,"Berks Station, MFL","{-75.13339,39.97888}",23,8,14,14,0,0,14,8,FullService,Active,Active,1,1902 N. Front Street,Philadelphia,PA,19122,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 17, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 18, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 19, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 20, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 21, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 22, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3097,,,,,0,39.97888,-75.13339,
POINT(-75.16042 39.93431),3098,10th & Federal,"{-75.16042,39.93431}",19,6,11,9,0,2,11,6,FullService,Active,Active,1,1201 S. 10th Street,Philadelphia,PA,19147,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 11, \""isElectric\"": true, \""isAvailable\"": false, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 12, \""isElectric\"": true, \""isAvailable\"": false, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 18, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3098,,,,,0,39.93431,-75.16042,
POINT(-75.15094 39.93401),3099,4th & Washington,"{-75.15094,39.93401}",19,11,7,7,0,0,8,11,FullService,Active,Active,1,1110 S. 4th Street,Philadelphia,PA,19147,"{""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 18, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 19, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }""}",,,,false,false,3099,,,,,0,39.93401,-75.15094,
POINT(-75.15103 39.92777),3100,Moyamensing & Tasker,"{-75.15103,39.92777}",38,13,23,22,0,1,23,13,FullService,Active,Active,1,1600 E. Moyamensing,Philadelphia,PA,19148,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 2, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 18, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 19, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 21, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 22, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 23, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 24, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 25, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 27, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 28, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 29, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 30, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 31, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 32, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 33, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 34, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 35, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 36, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 37, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 38, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3100,,,,,0,39.92777,-75.15103,
POINT(-75.21825 39.95373),3112,48th & Spruce,"{-75.21825,39.95373}",18,10,6,3,0,3,6,10,FullService,Active,Active,1,310 S. 48th Street,Philadelphia,PA,19139,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 2, \""isElectric\"": true, \""isAvailable\"": false, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": true, \""isAvailable\"": false, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 7, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 14, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }""}",,,,false,false,3112,,,,,0,39.95373,-75.21825,
POINT(-75.15955 39.94295),3101,11th & South,"{-75.15955,39.94295}",18,1,14,14,0,0,14,4,FullService,Active,Active,1,1015 South Street,Philadelphia,PA,19147,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 17, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 18, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3101,,,,,0,39.94295,-75.15955,
POINT(-75.17952 39.96759),3102,Pennsylvania & Fairmount Perelman Building,"{-75.17952,39.96759}",26,9,15,15,0,0,15,9,FullService,Active,Active,1,2601 Pennsylvania Avenue,Philadelphia,PA,19130,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 17, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 18, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 22, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 25, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 26, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }""}",,,,false,false,3102,,,,,0,39.96759,-75.17952,
POINT(-75.19209 39.96664),3104,34th & Mantua,"{-75.19209,39.96664}",13,8,3,1,0,2,3,8,FullService,Active,Active,1,712 N. 34th Street,Philadelphia,PA,19104,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 11, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 12, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }""}",,,,false,false,3104,,,,,0,39.96664,-75.19209,
POINT(-75.18637 39.99179),3106,33rd & Dauphin,"{-75.18637,39.99179}",18,14,2,1,0,1,2,14,FullService,Active,Active,1,2300 N. 33rd Street,Philadelphia,PA,19132,"{""{ \""dockNumber\"": 2, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": true, \""isAvailable\"": false, \""battery\"": 0.80000000000000004 }""}",,,,false,false,3106,,,,,0,39.99179,-75.18637,
POINT(-75.18866 39.98203),3107,33rd & Reservoir,"{-75.18866,39.98203}",18,14,1,1,0,0,1,15,FullService,Active,Active,1,1626 N. 33rd Street,Philadelphia,PA,19121,"{""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": true, \""isAvailable\"": false, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 18, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }""}",,,,false,false,3107,,,,,0,39.98203,-75.18866,
POINT(-75.16551 39.95316),3108,15th & Market,"{-75.16551,39.95316}",22,12,6,5,0,1,7,12,FullService,Unavailable,Unresponsive,1,1515 Market Street,Philadelphia,PA,19102,"{""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": true, \""isAvailable\"": false, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 17, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 19, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 22, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3108,,,,,0,39.95316,-75.16551,
POINT(-75.13641 39.96175),3110,Del. River Trail & Penn St.,"{-75.13641,39.96175}",19,17,2,2,0,0,2,17,FullService,Active,Active,1,779 Delaware Ave,Philadelphia,PA,19123,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 18, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3110,,,,,0,39.96175,-75.13641,
POINT(-75.21323 39.97779),3111,"Parkside & Belmont, Case Building","{-75.21323,39.97779}",14,10,3,2,0,1,3,10,FullService,Active,Active,1,4601 Parkside Ave,Philadelphia,PA,19104,"{""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 9, \""isElectric\"": true, \""isAvailable\"": false, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3111,,,,,0,39.97779,-75.21323,
POINT(-75.17407 39.95381),3156,20th & Market,"{-75.17407,39.95381}",22,15,5,4,0,1,5,16,FullService,Active,Active,1,2005 market street,Philadelphia,PA,19103,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 14, \""isElectric\"": true, \""isAvailable\"": false, \""battery\"": 0.25 }""}",,,,false,false,3156,,,,,0,39.95381,-75.17407,
POINT(-75.18012 39.93775),3114,22nd & Federal,"{-75.18012,39.93775}",17,2,15,13,0,2,15,2,FullService,Active,Active,1,22nd & Federal St.,Philadelphia,PA,19146,"{""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 17, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3114,,,,,0,39.93775,-75.18012,
POINT(-75.16757 39.97263),3115,"19th & Girard, PTTI","{-75.16757,39.97263}",23,15,7,5,0,2,7,15,FullService,Active,Active,1,1901 W. Girard St..,Philadelphia,PA,19130,"{""{ \""dockNumber\"": 12, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 17, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 19, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 20, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 22, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 23, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3115,,,,,0,39.97263,-75.16757,
POINT(-75.17198 39.96006),3116,Barnes Foundation,"{-75.17198,39.96006}",21,19,2,2,0,0,2,19,FullService,Active,Active,1,2025 Benjamin Franklin Pkwy,Philadelphia,PA,19122,"{""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 20, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3116,,,,,0,39.96006,-75.17198,
POINT(-75.22399 39.97841),3117,ParkWest Town Center,"{-75.22399,39.97841}",19,16,2,0,0,1,3,16,FullService,Active,Active,1,1575 N 52nd St.,Philadelphia,PA,19131,"{""{ \""dockNumber\"": 1, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.25 }"",""{ \""dockNumber\"": 3, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }""}",,,,false,false,3117,,,,,0,39.97841,-75.22399,
POINT(-75.21323 39.95866),3118,"46th Street Station, MFL","{-75.21323,39.95866}",23,11,11,8,0,3,11,11,FullService,Active,Active,1,4628 Market Street,Philadelphia,PA,19139,"{""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 13, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 14, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 17, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 19, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 21, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 22, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 23, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }""}",,,,false,false,3118,,,,,0,39.95866,-75.21323,
POINT(-75.20799 39.96674),3119,42nd & Lancaster,"{-75.20799,39.96674}",17,14,3,3,0,0,3,14,FullService,Active,Active,1,4209 Lancaster Avenue,Philadelphia,PA,19104,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 17, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3119,,,,,0,39.96674,-75.20799,
POINT(-75.18669 39.97522),3120,31st & Girard,"{-75.18669,39.97522}",19,4,12,10,0,1,12,5,FullService,Active,Active,1,1210 N. 31st Street,Philadelphia,PA,19121,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 5, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.25 }"",""{ \""dockNumber\"": 9, \""isElectric\"": true, \""isAvailable\"": false, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 10, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 17, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 18, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3120,,,,,0,39.97522,-75.18669,
POINT(-75.18022 39.97414),3121,27th & Girard,"{-75.18022,39.97414}",18,11,6,5,0,1,6,11,FullService,Active,Active,1,2698 W Girard,Philadelphia,PA,19130,"{""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 17, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 18, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }""}",,,,false,false,3121,,,,,0,39.97414,-75.18022,
